,treino,previsto
gamma1,[0.7065646893037225],[0.6895216703414917]
gamma2,[0.7244493284983917],[0.7249442338943481]
gamma3,[0.7659427822583291],[0.7500200271606445]
gamma4,[0.44137775501430254],[0.4796384572982788]
JXX,[0.42468597565383703],[0.5868514180183411]
JXY,[0.6795994726237466],[0.6099207401275635]
JXZ,[-0.6348162260909651],[-0.6551109552383423]
JYX,[0.9965652550359014],[0.9702513217926025]
JYY,[-0.6118090425525051],[-0.4621303975582123]
JYZ,[0.34177346053199664],[0.3640640079975128]
JZX,[-0.8164267732816153],[-0.8587884902954102]
JZY,[0.5154739618114095],[0.5165570974349976]
JZZ,[-0.6973994850161125],[-0.5067452788352966]
