,treino,previsto
gamma1,[0.9928062363216612],[0.9900642037391663]
gamma2,[0.9285407455267378],[0.8685771822929382]
gamma3,[0.9383085490615657],[0.9382351636886597]
gamma4,[0.05438971809425153],[0.021028343588113785]
JXX,[-0.45701777348010886],[-0.4753887355327606]
JXY,[0.08381318894888312],[0.04149198904633522]
JXZ,[0.41626068745402045],[0.4286193549633026]
JYX,[0.917191422295486],[0.8892601132392883]
JYY,[-0.2618426626154975],[-0.2798526883125305]
JYZ,[0.06558319034107951],[0.11756812036037445]
JZX,[-0.2505554106105863],[-0.24637524783611298]
JZY,[0.1001806372651497],[0.10396604239940643]
JZZ,[0.6830199055618982],[0.7417376041412354]
