,treino,previsto
gamma1,[0.6282076485972601],[0.5723335146903992]
gamma2,[0.8425333257485345],[0.8104739785194397]
gamma3,[0.6111943800752222],[0.6382753849029541]
gamma4,[0.222472203237136],[0.20423109829425812]
JXX,[-0.10972154968635439],[-0.0625733956694603]
JXY,[-0.4118230353222292],[-0.40593984723091125]
JXZ,[0.8188577481051011],[0.7161908745765686]
JYX,[-0.031387304368323043],[-0.02861957810819149]
JYY,[-0.8259080739809848],[-0.7438861131668091]
JYZ,[0.4999159288187607],[0.49523457884788513]
JZX,[-0.849123527714404],[-0.8872227668762207]
JZY,[-0.5949888037030053],[-0.6152799725532532]
JZZ,[-0.8521523054463589],[-0.9189983606338501]
