,treino,previsto
gamma1,[0.8150630762603065],[0.8078421354293823]
gamma2,[0.3681203650383047],[0.34955450892448425]
gamma3,[0.07083953646328556],[0.07474947720766068]
gamma4,[0.43788188302104547],[0.4515863358974457]
JXX,[-0.6109255041336379],[-0.6248360276222229]
JXY,[0.6121546029321616],[0.5722681283950806]
JXZ,[-0.25588029746786645],[-0.2705868184566498]
JYX,[0.6840539845332714],[0.6481198072433472]
JYY,[0.5925904370985218],[0.6052567958831787]
JYZ,[0.1486956182422896],[0.10973364859819412]
JZX,[0.11579696496935821],[0.12820205092430115]
JZY,[-0.9168161896383005],[-0.8802969455718994]
JZZ,[0.7764692864270932],[0.8173344135284424]
