,treino,previsto
gamma1,[0.24367290875238423],[0.2538420557975769]
gamma2,[0.6032954889560167],[0.5810784697532654]
gamma3,[0.3705706730496453],[0.38342976570129395]
gamma4,[0.4904333667289672],[0.46886569261550903]
JXX,[-0.8329589576928287],[-0.9058600068092346]
JXY,[-0.6552513842656074],[-0.6311014294624329]
JXZ,[0.3676231008548627],[0.36631888151168823]
JYX,[-0.6772806584499753],[-0.6728339195251465]
JYY,[0.8984180459228328],[0.8541210889816284]
JYZ,[0.6886560437412614],[0.6464848518371582]
JZX,[0.4847330814617574],[0.4489104747772217]
JZY,[-0.069108702867124],[-0.05263145640492439]
JZZ,[0.654012639158295],[0.6478774547576904]
