,treino,previsto
gamma1,[0.06894367026654058],[0.0689014121890068]
gamma2,[0.3200841593158338],[0.32004618644714355]
gamma3,[0.8250920180563502],[0.825050413608551]
gamma4,[0.8431495877420079],[0.8431687951087952]
JXX,[0.7765361529049761],[0.7764806151390076]
JXY,[-0.20001120805797412],[-0.19998057186603546]
JXZ,[0.17724036554846423],[0.17726737260818481]
JYX,[0.7195733470855228],[0.7194917798042297]
JYY,[-0.5429215932707987],[-0.5428749322891235]
JYZ,[0.03143456804703959],[0.03140232712030411]
JZX,[0.16746097114721215],[0.16744084656238556]
JZY,[0.8943990439534582],[0.8943379521369934]
JZZ,[-0.9356372202874645],[-0.9356061220169067]
