,treino,previsto
gamma1,[0.032970053106801234],[0.023167677223682404]
gamma2,[0.5534088231622266],[0.5969691872596741]
gamma3,[0.11908428131617588],[0.12389346212148666]
gamma4,[0.6217082950146219],[0.5009905099868774]
JXX,[0.8246867187194984],[1.0290402173995972]
JXY,[-0.011300505399674421],[0.09172086417675018]
JXZ,[0.13160290901296068],[0.0925113782286644]
JYX,[-0.2934101986418025],[-0.29920339584350586]
JYY,[-0.7727670059828655],[-0.7787196636199951]
JYZ,[-0.28923988122014976],[0.04297738894820213]
JZX,[-0.654314601549209],[-0.659434974193573]
JZY,[-0.7562164546869965],[-0.8862261176109314]
JZZ,[-0.6778506698956863],[-0.49804240465164185]
