,treino,previsto
gamma1,[0.19380237538183753],[0.19389912486076355]
gamma2,[0.024185723159746986],[0.024202432483434677]
gamma3,[0.6917380282784458],[0.6916303634643555]
gamma4,[0.3656696970091611],[0.36565855145454407]
JXX,[-0.3524933083584687],[-0.35245081782341003]
JXY,[0.24005897043108937],[0.24013358354568481]
JXZ,[-0.9830400010208644],[-0.9830933809280396]
JYX,[0.9657155745444512],[0.9655903577804565]
JYY,[0.6443170123795019],[0.6442686319351196]
JYZ,[0.9980395764003489],[0.9979814887046814]
JZX,[-0.4732993977256994],[-0.47313621640205383]
JZY,[-0.601022697802895],[-0.6009683012962341]
JZZ,[-0.8905240506758743],[-0.8904898762702942]
