,treino,previsto
gamma1,[0.06769746793327747],[0.06880288571119308]
gamma2,[0.6432199124652143],[0.666687548160553]
gamma3,[0.992596950931832],[1.0046720504760742]
gamma4,[0.2072168217777952],[0.1970827281475067]
JXX,[0.9318383760498881],[0.9424878358840942]
JXY,[0.11951182799780913],[0.1329684555530548]
JXZ,[-0.05265622357871269],[-0.035399314016103745]
JYX,[0.046558950858430315],[0.029133273288607597]
JYY,[0.5353201261569036],[0.547749400138855]
JYZ,[0.9772120554889443],[1.0239373445510864]
JZX,[-0.1588688834408547],[-0.14130747318267822]
JZY,[-0.5381276295407358],[-0.5427619218826294]
JZZ,[-0.2506249305871704],[-0.23673996329307556]
