,treino,previsto
gamma1,[0.9928062363216612],[0.9927141070365906]
gamma2,[0.9285407455267378],[0.9282732009887695]
gamma3,[0.9383085490615657],[0.9382166862487793]
gamma4,[0.05438971809425153],[0.05444918945431709]
JXX,[-0.45701777348010886],[-0.4568791091442108]
JXY,[0.08381318894888312],[0.08378623425960541]
JXZ,[0.41626068745402045],[0.4161919057369232]
JYX,[0.917191422295486],[0.9170567989349365]
JYY,[-0.2618426626154975],[-0.2617079019546509]
JYZ,[0.06558319034107951],[0.06560394167900085]
JZX,[-0.2505554106105863],[-0.2505294382572174]
JZY,[0.1001806372651497],[0.10020250827074051]
JZZ,[0.6830199055618982],[0.68304443359375]
