,treino,previsto
gamma1,[0.4129795419466491],[0.40295109152793884]
gamma2,[0.1831484806929179],[0.19422374665737152]
gamma3,[0.34609910428201995],[0.2917919456958771]
gamma4,[0.6307958737099989],[0.5816770792007446]
JXX,[0.9567097167419933],[0.8478096723556519]
JXY,[-0.8909546899790852],[-0.7822093963623047]
JXZ,[0.45132344234864985],[0.4718369245529175]
JYX,[-0.032276513351115144],[-0.11959293484687805]
JYY,[0.8834464903328145],[0.7797502279281616]
JYZ,[-0.18629102358141614],[-0.22037842869758606]
JZX,[0.8384859880845335],[0.7701912522315979]
JZY,[-0.6817044022321801],[-0.5458054542541504]
JZZ,[0.9895603626777179],[0.8682538270950317]
