,treino,previsto
gamma1,[0.9998162341661194],[0.9995010495185852]
gamma2,[0.23971518216378862],[0.2397134006023407]
gamma3,[0.33807775725669986],[0.33802512288093567]
gamma4,[0.7081943329851277],[0.7080326080322266]
JXX,[0.9304842831042459],[0.9300028681755066]
JXY,[-0.9766906124157178],[-0.97648686170578]
JXZ,[0.4719832395937509],[0.4719465672969818]
JYX,[-0.6839745504705037],[-0.6838810443878174]
JYY,[0.9726789033256467],[0.9722762703895569]
JYZ,[-0.9662386915840475],[-0.965884804725647]
JZX,[0.7589825362693423],[0.7589176893234253]
JZY,[0.3627013288028291],[0.36240240931510925]
JZZ,[0.7146847649630497],[0.7142231464385986]
