,treino,previsto
gamma1,[0.4407622204637107],[0.42096590995788574]
gamma2,[0.028632026370586927],[0.019898047670722008]
gamma3,[0.8961816708493071],[0.8779320120811462]
gamma4,[0.12987407341084578],[0.11677797138690948]
JXX,[-0.08278658122587723],[-0.03683589771389961]
JXY,[0.75573580747802],[0.7291083931922913]
JXZ,[-0.936307039182035],[-1.045338749885559]
JYX,[-0.43514770769241484],[-0.3900207281112671]
JYY,[0.9235823398396055],[0.9681001305580139]
JYZ,[0.32863746890923196],[0.3538782000541687]
JZX,[-0.7432552611528482],[-0.7689707279205322]
JZY,[-0.3032215345335192],[-0.24090638756752014]
JZZ,[0.7594986370688406],[0.7890979647636414]
