,treino,previsto
gamma1,[0.966730948165597],[0.9677777886390686]
gamma2,[0.8038946734021046],[0.783345639705658]
gamma3,[0.41903060141150406],[0.41615957021713257]
gamma4,[0.8718372477591566],[0.8591470122337341]
JXX,[0.16151432986791336],[0.1614101231098175]
JXY,[-0.5885520020378399],[-0.6261340975761414]
JXZ,[0.28393873546227],[0.27759769558906555]
JYX,[0.8929708779032515],[0.8816745281219482]
JYY,[-0.9175870687900451],[-0.9107818603515625]
JYZ,[-0.10120076827109403],[-0.11496322602033615]
JZX,[-0.2931088962646198],[-0.31218159198760986]
JZY,[-0.4241611986546143],[-0.4291735589504242]
JZZ,[0.7538488993092554],[0.7351321578025818]
