,treino,previsto
gamma1,[0.02834747652200631],[-0.0010629676980897784]
gamma2,[0.8357651039198697],[0.6208208203315735]
gamma3,[0.43276706790505337],[0.5196988582611084]
gamma4,[0.762280082457942],[0.7918468117713928]
JXX,[-0.7312715117751976],[-0.6923612952232361]
JXY,[0.6948674738744653],[0.6515880227088928]
JXZ,[0.5275492379532281],[0.4243362545967102]
JYX,[-0.4898619485211566],[-0.43385910987854004]
JYY,[-0.009129825816118098],[-0.12972557544708252]
JYZ,[-0.10101787042252375],[-0.1602485179901123]
JZX,[0.3031859454455259],[0.44031229615211487]
JZY,[0.5774467022710263],[0.6116990447044373]
JZZ,[-0.8122808264515302],[-0.9911864399909973]
