,treino,previsto
gamma1,[0.08318062375973012],[0.0686374306678772]
gamma2,[0.8471707277144365],[0.8755519390106201]
gamma3,[0.22742352882594852],[0.24784448742866516]
gamma4,[0.7892196963182868],[0.7143453359603882]
JXX,[-0.2588867178073859],[-0.21824957430362701]
JXY,[0.9003708718663839],[0.9623681902885437]
JXZ,[-0.5999070717600636],[-0.597460925579071]
JYX,[-0.4060517541652038],[-0.4199616312980652]
JYY,[-0.16375735637421673],[-0.10753241926431656]
JYZ,[-0.5253895926232446],[-0.5486535429954529]
JZX,[-0.3972357250361773],[-0.3590030372142792]
JZY,[0.6815276211230483],[0.7102243304252625]
JZZ,[-0.020560708179608644],[0.034574735909700394]
