,treino,previsto
gamma1,[0.029797219438070344],[0.02892986126244068]
gamma2,[0.21863797480360336],[0.18960396945476532]
gamma3,[0.5053552881033624],[0.5377866625785828]
gamma4,[0.026535969683863625],[0.043622709810733795]
JXX,[0.2788535969157675],[0.2706907093524933]
JXY,[-0.9499784895546661],[-0.958867073059082]
JXZ,[-0.4499413632617615],[-0.4629417657852173]
JYX,[-0.5535785237023545],[-0.5825130939483643]
JYY,[0.4729424283280248],[0.4548036754131317]
JYZ,[0.3533989748458226],[0.3510344922542572]
JZX,[0.7843591354096908],[0.7557989954948425]
JZY,[-0.8261223347411677],[-0.8865205645561218]
JZZ,[-0.15615636062945915],[-0.12915098667144775]
