,treino,previsto
gamma1,[0.47149733572375285],[0.4669126570224762]
gamma2,[0.83833102010331],[0.8434320092201233]
gamma3,[0.9959490901086114],[0.9006727337837219]
gamma4,[0.5725822051460012],[0.5521108508110046]
JXX,[-0.1579107714267074],[-0.1839832216501236]
JXY,[0.12982945963868775],[0.11222412437200546]
JXZ,[0.1162808953521044],[0.1710105836391449]
JYX,[0.17770025530371414],[0.18125133216381073]
JYY,[0.6015631527261587],[0.5500315427780151]
JYZ,[0.9337535631262239],[0.9360407590866089]
JZX,[0.34522097948514796],[0.3258120119571686]
JZY,[0.6176103665600245],[0.5288451910018921]
JZZ,[0.14054965261621977],[0.13708487153053284]
