,treino,previsto
gamma1,[0.3297995475987595],[0.3268939256668091]
gamma2,[0.1675882811446039],[0.16170474886894226]
gamma3,[0.6317971572750811],[0.6548727750778198]
gamma4,[0.8937793635045664],[0.8947623372077942]
JXX,[-0.01102512804113065],[-0.10656934976577759]
JXY,[0.11338346029479829],[0.09740948677062988]
JXZ,[0.6194855109905537],[0.576827883720398]
JYX,[-0.358768861095224],[-0.4123697876930237]
JYY,[-0.35806504184041565],[-0.3743646740913391]
JYZ,[0.38633367460551105],[0.3769490122795105]
JZX,[-0.02766565445920155],[-0.06776384264230728]
JZY,[-0.2813102593254373],[-0.25181907415390015]
JZZ,[-0.188999914209238],[-0.158657044172287]
