,treino,previsto
gamma1,[0.9998162341661194],[0.9327287673950195]
gamma2,[0.23971518216378862],[0.14436613023281097]
gamma3,[0.33807775725669986],[0.33233076333999634]
gamma4,[0.7081943329851277],[0.7039839029312134]
JXX,[0.9304842831042459],[0.6620650291442871]
JXY,[-0.9766906124157178],[-0.832197904586792]
JXZ,[0.4719832395937509],[0.33040574193000793]
JYX,[-0.6839745504705037],[-0.7308724522590637]
JYY,[0.9726789033256467],[0.7938571572303772]
JYZ,[-0.9662386915840475],[-0.657792866230011]
JZX,[0.7589825362693423],[0.7257750034332275]
JZY,[0.3627013288028291],[0.2823372185230255]
JZZ,[0.7146847649630497],[0.46225637197494507]
