,treino,previsto
gamma1,[0.19380237538183753],[0.161860391497612]
gamma2,[0.024185723159746986],[0.04436549171805382]
gamma3,[0.6917380282784458],[0.5964553952217102]
gamma4,[0.3656696970091611],[0.3830142319202423]
JXX,[-0.3524933083584687],[-0.36207136511802673]
JXY,[0.24005897043108937],[0.2309090942144394]
JXZ,[-0.9830400010208644],[-1.0575233697891235]
JYX,[0.9657155745444512],[0.9553849697113037]
JYY,[0.6443170123795019],[0.5980328321456909]
JYZ,[0.9980395764003489],[0.9990028738975525]
JZX,[-0.4732993977256994],[-0.3973747193813324]
JZY,[-0.601022697802895],[-0.5601497292518616]
JZZ,[-0.8905240506758743],[-0.8435349464416504]
