,treino,previsto
gamma1,[0.6812220765393857],[0.6622008085250854]
gamma2,[0.5363810274705547],[0.4819223880767822]
gamma3,[0.8462927828514535],[0.788863480091095]
gamma4,[0.22458305043747517],[0.24929434061050415]
JXX,[-0.6008225872917998],[-0.6498470306396484]
JXY,[0.23010520368993959],[0.27116262912750244]
JXZ,[-0.7857793521751026],[-0.8625073432922363]
JYX,[0.8103557816972058],[0.7201669812202454]
JYY,[-0.6158465411883403],[-0.740638792514801]
JYZ,[-0.07755771611098128],[-0.09373918920755386]
JZX,[0.5424739695589225],[0.6094300746917725]
JZY,[0.8158004931533465],[0.7757800221443176]
JZZ,[0.16443652246127072],[0.12845197319984436]
