,treino,previsto
gamma1,[0.9291994556782153],[0.8934145569801331]
gamma2,[0.27411222199274377],[0.2483779340982437]
gamma3,[0.3666218132183866],[0.36546215415000916]
gamma4,[0.7173445069748815],[0.7196752429008484]
JXX,[0.09738921128764444],[0.06176668033003807]
JXY,[0.5010819007713414],[0.5288229584693909]
JXZ,[0.49461345881920815],[0.5150657296180725]
JYX,[0.7300902479000198],[0.7120643258094788]
JYY,[-0.42818641019276615],[-0.45898520946502686]
JYZ,[0.9311449267290317],[0.8821194767951965]
JZX,[0.13348005804138263],[0.09978196024894714]
JZY,[0.4947781939171796],[0.516907811164856]
JZZ,[0.5097966322719836],[0.46787580847740173]
