,treino,previsto
gamma1,[0.0852413172296076],[0.07365934550762177]
gamma2,[0.15331752856953773],[0.07009419798851013]
gamma3,[0.8252738498040315],[0.9142481684684753]
gamma4,[0.9797228526139108],[0.9367955923080444]
JXX,[-0.004926862482795391],[-0.0890510082244873]
JXY,[-0.4676525538549188],[-0.45257121324539185]
JXZ,[0.27482232288738184],[0.14669014513492584]
JYX,[-0.5150404916324747],[-0.5344765782356262]
JYY,[-0.053662840025089587],[-0.03676031902432442]
JYZ,[0.9406722982235067],[0.9562946557998657]
JZX,[-0.8296238699780065],[-0.8551968336105347]
JZY,[-0.36524216496358974],[-0.42487668991088867]
JZZ,[0.35288790697896677],[0.23971493542194366]
