,treino,previsto
gamma1,[0.9058727273132681],[0.8740530014038086]
gamma2,[0.28867836833405236],[0.26827922463417053]
gamma3,[0.35789010838860724],[0.3609890341758728]
gamma4,[0.30474034460297605],[0.3109087347984314]
JXX,[0.011880827540495353],[0.005317827686667442]
JXY,[-0.09343057367074792],[-0.10224567353725433]
JXZ,[0.11594165163533754],[0.11870011687278748]
JYX,[-0.23155824126417013],[-0.22909794747829437]
JYY,[0.6690422746144482],[0.6515033841133118]
JYZ,[-0.6811824865810532],[-0.6484948396682739]
JZX,[-0.0993246484870236],[-0.12089432775974274]
JZY,[0.5258626616390383],[0.5325402617454529]
JZZ,[0.21218691768397302],[0.2598414421081543]
