,treino,previsto
gamma1,[0.7304444585170966],[0.7520330548286438]
gamma2,[0.4323894557693134],[0.20312952995300293]
gamma3,[0.5600881671017948],[0.5757278203964233]
gamma4,[0.5427750652860777],[0.628166913986206]
JXX,[-0.3425989589338041],[-0.3844589293003082]
JXY,[0.966427833152556],[1.0728414058685303]
JXZ,[0.918495070954692],[0.7955284714698792]
JYX,[0.8366488800851453],[0.7909398078918457]
JYY,[0.5798112643432451],[0.33527860045433044]
JYZ,[0.7501332473545428],[0.6414985060691833]
JZX,[-0.9991944506389123],[-0.993713915348053]
JZY,[0.253978106028669],[0.4517848491668701]
JZZ,[-0.5047147084859811],[-0.5547291040420532]
