,treino,previsto
gamma1,[0.260437193601329],[0.24521894752979279]
gamma2,[0.32736701494461073],[0.3240392804145813]
gamma3,[0.26791084434471324],[0.2484099268913269]
gamma4,[0.10764393786564574],[0.08721423149108887]
JXX,[0.3542516536005407],[0.43658795952796936]
JXY,[0.5698227121742216],[0.5791848301887512]
JXZ,[0.04093231440616307],[0.1280032843351364]
JYX,[0.022983404986520295],[0.012787152081727982]
JYY,[-0.21293067414807032],[-0.17490549385547638]
JYZ,[0.993633874195798],[0.9730727076530457]
JZX,[-0.42127010845085855],[-0.3795711100101471]
JZY,[-0.7034804136306108],[-0.6228855848312378]
JZZ,[-0.47784285086888345],[-0.440463662147522]
