,treino,previsto
gamma1,[0.7721889738983578],[0.7719317078590393]
gamma2,[0.18869807513374803],[0.18865732848644257]
gamma3,[0.6965874841150429],[0.696367084980011]
gamma4,[0.3788296503970776],[0.3787158131599426]
JXX,[0.6289562908956208],[0.628856360912323]
JXY,[-0.8079541131822325],[-0.8075180649757385]
JXZ,[0.8487886289478179],[0.848676323890686]
JYX,[0.46084424662008483],[0.4606286287307739]
JYY,[-0.4853199609607668],[-0.48522070050239563]
JYZ,[-0.14503240733877742],[-0.14503322541713715]
JZX,[-0.9317073426318694],[-0.9313591718673706]
JZY,[-0.7054176645697114],[-0.7053031325340271]
JZZ,[0.3028950750933861],[0.302725613117218]
