,treino,previsto
gamma1,[0.25510242142972195],[0.25669214129447937]
gamma2,[0.779815799401953],[0.7957563996315002]
gamma3,[0.0254093514055741],[0.012370292097330093]
gamma4,[0.35218703417241026],[0.2994881868362427]
JXX,[-0.4403690528540243],[-0.4311521351337433]
JXY,[0.0042808872494692896],[0.011111598461866379]
JXZ,[0.12829563294553736],[0.14916886389255524]
JYX,[-0.07807628366854513],[-0.05910607799887657]
JYY,[0.1734731208329543],[0.11116565763950348]
JYZ,[-0.02553243332706523],[-0.03777078911662102]
JZX,[0.03579855711022262],[0.10379352420568466]
JZY,[-0.5955356590317753],[-0.5510825514793396]
JZZ,[-0.7792109396740667],[-0.8152687549591064]
