,treino,previsto
gamma1,[0.3297995475987595],[0.3303675651550293]
gamma2,[0.1675882811446039],[0.1638086587190628]
gamma3,[0.6317971572750811],[0.6544783115386963]
gamma4,[0.8937793635045664],[0.9231678247451782]
JXX,[-0.01102512804113065],[-0.07972914725542068]
JXY,[0.11338346029479829],[0.09817112982273102]
JXZ,[0.6194855109905537],[0.5881644487380981]
JYX,[-0.358768861095224],[-0.4012274146080017]
JYY,[-0.35806504184041565],[-0.37539607286453247]
JYZ,[0.38633367460551105],[0.3847198784351349]
JZX,[-0.02766565445920155],[-0.058517321944236755]
JZY,[-0.2813102593254373],[-0.26976269483566284]
JZZ,[-0.188999914209238],[-0.16603893041610718]
