,treino,previsto
gamma1,[0.31450434093874435],[0.271489679813385]
gamma2,[0.25508215274135215],[0.20184311270713806]
gamma3,[0.33905230728624136],[0.33308523893356323]
gamma4,[0.27594881602881005],[0.2675049602985382]
JXX,[-0.25881137975062707],[-0.2371947467327118]
JXY,[0.8152502726521875],[0.8236124515533447]
JXZ,[-0.2079467635711556],[-0.1541631668806076]
JYX,[-0.587893141865695],[-0.5109695792198181]
JYY,[0.6355952820309936],[0.5962805151939392]
JYZ,[0.5175681866126696],[0.43706902861595154]
JZX,[0.3965657038489854],[0.33993902802467346]
JZY,[-0.95637294402159],[-1.087425708770752]
JZZ,[-0.18553914661270632],[-0.20140410959720612]
