,treino,previsto
gamma1,[0.45594588118356716],[0.3301101624965668]
gamma2,[0.047887516459941715],[0.03775875270366669]
gamma3,[0.9329624000750505],[1.0599907636642456]
gamma4,[0.9470780060029439],[1.105193853378296]
JXX,[-0.7086614897917394],[-0.9746385812759399]
JXY,[-0.0901459909719573],[-0.37607094645500183]
JXZ,[0.5415676113180443],[0.4944412112236023]
JYX,[0.4110264538680559],[0.6650747656822205]
JYY,[0.4639179460665115],[0.23569156229496002]
JYZ,[-0.1329711302091925],[-0.06029250845313072]
JZX,[0.6000409142668555],[0.5615922212600708]
JZY,[0.0658028292851427],[0.12141840904951096]
JZZ,[-0.8396925816429961],[-0.9043624997138977]
