,treino,previsto
gamma1,[0.9917405840162875],[0.991544783115387]
gamma2,[0.12236895925038416],[0.1223522201180458]
gamma3,[0.14061496110044236],[0.14063510298728943]
gamma4,[0.1733197006715852],[0.17336098849773407]
JXX,[-0.20502224603708497],[-0.20507259666919708]
JXY,[-0.6209768603323691],[-0.6210183501243591]
JXZ,[0.8048786399510626],[0.8047960996627808]
JYX,[0.25107473156469906],[0.25117722153663635]
JYY,[0.05334375453651985],[0.05334462970495224]
JYZ,[0.3934534044238047],[0.3934652507305145]
JZX,[0.7049624374714418],[0.7049901485443115]
JZY,[0.37205632722347204],[0.3719152808189392]
JZZ,[-0.7289865579589982],[-0.7290036082267761]
