,treino,previsto
gamma1,[0.08480848096926208],[0.0566728301346302]
gamma2,[0.2766402721949226],[0.2808091640472412]
gamma3,[0.19380153749016393],[0.24756716191768646]
gamma4,[0.5680101195136193],[0.5132319927215576]
JXX,[0.5203229566195489],[0.6645318865776062]
JXY,[0.027633204606499318],[-0.05855964124202728]
JXZ,[0.9942043682387769],[0.8759106993675232]
JYX,[0.07844212328817135],[0.033138878643512726]
JYY,[0.8711112121391873],[0.9392126798629761]
JYZ,[-0.7433546640431199],[-0.6167614459991455]
JZX,[-0.012052371670506545],[-0.14305609464645386]
JZY,[-0.7209990500522725],[-0.7761331796646118]
JZZ,[-0.974270856363531],[-0.9375475645065308]
