,treino,previsto
gamma1,[0.842263936662764],[0.8257517218589783]
gamma2,[0.13110224609376742],[0.14046233892440796]
gamma3,[0.18758620471677123],[0.19443675875663757]
gamma4,[0.02779642050712894],[0.0251733660697937]
JXX,[-0.774085659647674],[-0.7688706517219543]
JXY,[-0.738295666193135],[-0.7223503589630127]
JXZ,[0.1945217804922421],[0.19560694694519043]
JYX,[-0.643909152948758],[-0.6483349800109863]
JYY,[-0.7350065613100774],[-0.736219584941864]
JYZ,[-0.07180288786206579],[-0.0710117295384407]
JZX,[-0.16486406011996246],[-0.16790883243083954]
JZY,[-0.5733417102051386],[-0.5947297215461731]
JZZ,[-0.21664558108338805],[-0.2283225655555725]
