,treino,previsto
gamma1,[0.6014570387277332],[0.5948864221572876]
gamma2,[0.558190047753348],[0.5573054552078247]
gamma3,[0.661321085872001],[0.6491714119911194]
gamma4,[0.145302794710103],[0.13759510219097137]
JXX,[-0.05085864262290385],[-0.05122502148151398]
JXY,[0.31494500531451064],[0.32167497277259827]
JXZ,[0.3328209422496762],[0.3316207826137543]
JYX,[-0.7147992941492645],[-0.7213100790977478]
JYY,[-0.9782791138198641],[-0.9746472835540771]
JYZ,[-0.25049101587327116],[-0.24010196328163147]
JZX,[-0.4519037210433372],[-0.4341065585613251]
JZY,[0.6206961044701675],[0.603423535823822]
JZZ,[0.3811853060773691],[0.4017595052719116]
