,treino,previsto
gamma1,[0.0852413172296076],[0.08525034785270691]
gamma2,[0.15331752856953773],[0.15336422622203827]
gamma3,[0.8252738498040315],[0.8252185583114624]
gamma4,[0.9797228526139108],[0.9794798493385315]
JXX,[-0.004926862482795391],[-0.004929068498313427]
JXY,[-0.4676525538549188],[-0.46765294671058655]
JXZ,[0.27482232288738184],[0.27487683296203613]
JYX,[-0.5150404916324747],[-0.5150007009506226]
JYY,[-0.053662840025089587],[-0.05358400568366051]
JYZ,[0.9406722982235067],[0.9405581951141357]
JZX,[-0.8296238699780065],[-0.8295260071754456]
JZY,[-0.36524216496358974],[-0.3651679456233978]
JZZ,[0.35288790697896677],[0.3527829051017761]
