,treino,previsto
gamma1,[0.9058727273132681],[0.8320757150650024]
gamma2,[0.28867836833405236],[0.24501574039459229]
gamma3,[0.35789010838860724],[0.3596841096878052]
gamma4,[0.30474034460297605],[0.31088346242904663]
JXX,[0.011880827540495353],[-0.0010570668382570148]
JXY,[-0.09343057367074792],[-0.10842939466238022]
JXZ,[0.11594165163533754],[0.11817488074302673]
JYX,[-0.23155824126417013],[-0.22248883545398712]
JYY,[0.6690422746144482],[0.6255133748054504]
JYZ,[-0.6811824865810532],[-0.6116999983787537]
JZX,[-0.0993246484870236],[-0.14000949263572693]
JZY,[0.5258626616390383],[0.5315537452697754]
JZZ,[0.21218691768397302],[0.30155253410339355]
