,treino,previsto
gamma1,[0.24367290875238423],[0.26185205578804016]
gamma2,[0.6032954889560167],[0.5551142692565918]
gamma3,[0.3705706730496453],[0.39642059803009033]
gamma4,[0.4904333667289672],[0.44344258308410645]
JXX,[-0.8329589576928287],[-0.9701714515686035]
JXY,[-0.6552513842656074],[-0.6054502725601196]
JXZ,[0.3676231008548627],[0.36406978964805603]
JYX,[-0.6772806584499753],[-0.6617196798324585]
JYY,[0.8984180459228328],[0.8078728914260864]
JYZ,[0.6886560437412614],[0.5999200940132141]
JZX,[0.4847330814617574],[0.41188737750053406]
JZY,[-0.069108702867124],[-0.03304563835263252]
JZZ,[0.654012639158295],[0.6400036811828613]
