,treino,previsto
gamma1,[0.20136711521936546],[0.1942814141511917]
gamma2,[0.8194173185392594],[0.8108652234077454]
gamma3,[0.6529689056798653],[0.6517191529273987]
gamma4,[0.1474309569583241],[0.1464981585741043]
JXX,[-0.047683475541308695],[-0.07306341081857681]
JXY,[0.2604381086377703],[0.2675853669643402]
JXZ,[-0.19207806086305412],[-0.17281906306743622]
JYX,[0.8400480253526539],[0.8301309943199158]
JYY,[-0.9662967591954601],[-0.9597439169883728]
JYZ,[0.9752211014725047],[0.9681982398033142]
JZX,[0.40822888780668243],[0.39615488052368164]
JZY,[0.6079899762951007],[0.6025146842002869]
JZZ,[0.6062115991790376],[0.5963057279586792]
