,treino,previsto
gamma1,[0.46153301006262504],[0.46111059188842773]
gamma2,[0.9934850076016687],[0.9926170706748962]
gamma3,[0.9925719941586278],[0.99232017993927]
gamma4,[0.24267553557344324],[0.2424653321504593]
JXX,[0.07816312921162116],[0.07820209860801697]
JXY,[-0.42160711272055895],[-0.4213590621948242]
JXZ,[-0.9399261828977459],[-0.9393274784088135]
JYX,[0.3072715077855237],[0.3071088194847107]
JYY,[-0.5799826089005378],[-0.5795261263847351]
JYZ,[-0.48544605004078156],[-0.4850213825702667]
JZX,[-0.20560347473354512],[-0.20561948418617249]
JZY,[0.2831563075493455],[0.2829698324203491]
JZZ,[0.9776224208074429],[0.9769593477249146]
