,treino,previsto
gamma1,[0.054617199380894155],[0.05466702580451965]
gamma2,[0.15353892261428348],[0.15356574952602386]
gamma3,[0.3013103050049145],[0.3012751042842865]
gamma4,[0.8115833565754772],[0.8114110827445984]
JXX,[-0.007687660399174678],[-0.007780218031257391]
JXY,[0.7135280737268923],[0.7135831713676453]
JXZ,[-0.8226115535480942],[-0.8226115703582764]
JYX,[-0.24315592595339663],[-0.2432178109884262]
JYY,[-0.901677355883151],[-0.9017284512519836]
JYZ,[0.29958585220893297],[0.2996128797531128]
JZX,[-0.6216283712709287],[-0.6216858625411987]
JZY,[-0.3820884662461579],[-0.3820566236972809]
JZZ,[0.6372988369628543],[0.6373247504234314]
