,treino,previsto
gamma1,[0.5137132085026757],[0.5234552025794983]
gamma2,[0.989492910377551],[0.9779378771781921]
gamma3,[0.6935102614314381],[0.6788507103919983]
gamma4,[0.37842657112328093],[0.2910882532596588]
JXX,[-0.1829282414910125],[-0.013518920168280602]
JXY,[0.0839440182091924],[0.30679425597190857]
JXZ,[0.7240732329585464],[0.6381993889808655]
JYX,[-0.6466687116091123],[-0.8795104026794434]
JYY,[-0.5496809588437066],[-0.4055320620536804]
JYZ,[-0.9418054934637778],[-0.702800989151001]
JZX,[-0.7666989331142724],[-0.6161437034606934]
JZY,[-0.9823887482258662],[-1.0036731958389282]
JZZ,[-0.6866193298332723],[-0.5894020199775696]
