,treino,previsto
gamma1,[0.6920224414883532],[0.7296531200408936]
gamma2,[0.3456424258652263],[0.3640960454940796]
gamma3,[0.897323531600062],[0.8652442693710327]
gamma4,[0.3169943908371815],[0.28786471486091614]
JXX,[-0.09830973170998192],[-0.18744735419750214]
JXY,[-0.12676086344783122],[-0.08496860414743423]
JXZ,[-0.91673110829594],[-0.9319810271263123]
JYX,[0.5352545159169328],[0.515699028968811]
JYY,[0.34691071289664666],[0.2545812129974365]
JYZ,[0.341715081425054],[0.40819045901298523]
JZX,[-0.05466902390511197],[-0.10309230536222458]
JZY,[0.3454622280497679],[0.31887349486351013]
JZZ,[0.7649625069950898],[0.6950512528419495]
