,treino,previsto
gamma1,[0.8171021370471873],[0.766545832157135]
gamma2,[0.10262153210647951],[0.1479153335094452]
gamma3,[0.8637801669945345],[0.8161749243736267]
gamma4,[0.09579963227952204],[0.06299880892038345]
JXX,[0.5830518719229318],[0.48186060786247253]
JXY,[-0.9379325277179429],[-0.9523252248764038]
JXZ,[0.6754839419077516],[0.5822998285293579]
JYX,[-0.3650404551155011],[-0.4102606475353241]
JYY,[-0.9759637002846477],[-0.8965046405792236]
JYZ,[-0.8606398745222861],[-0.870995819568634]
JZX,[0.004466619199896327],[-0.003068513935431838]
JZY,[0.2631832108452503],[0.23889382183551788]
JZZ,[0.642755936407096],[0.6300705075263977]
