,treino,previsto
gamma1,[0.054617199380894155],[0.016266178339719772]
gamma2,[0.15353892261428348],[0.1395357996225357]
gamma3,[0.3013103050049145],[0.2606469392776489]
gamma4,[0.8115833565754772],[0.7024969458580017]
JXX,[-0.007687660399174678],[-0.08175916969776154]
JXY,[0.7135280737268923],[0.6817511320114136]
JXZ,[-0.8226115535480942],[-0.8116309642791748]
JYX,[-0.24315592595339663],[-0.3173387348651886]
JYY,[-0.901677355883151],[-0.8756997585296631]
JYZ,[0.29958585220893297],[0.23389719426631927]
JZX,[-0.6216283712709287],[-0.6190844774246216]
JZY,[-0.3820884662461579],[-0.24179424345493317]
JZZ,[0.6372988369628543],[0.6459275484085083]
