,treino,previsto
gamma1,[0.3020437047996458],[0.31608936190605164]
gamma2,[0.335063350697719],[0.3364216089248657]
gamma3,[0.14195051753283405],[0.1425875872373581]
gamma4,[0.7434142500319177],[0.754287600517273]
JXX,[-0.2769544501718497],[-0.3063504099845886]
JXY,[-0.039038668797412024],[-0.03329773619771004]
JXZ,[-0.16609474678867042],[-0.1601276844739914]
JYX,[-0.10648149243215355],[-0.11404170095920563]
JYY,[-0.1809685401002077],[-0.19914576411247253]
JYZ,[0.31541165278854155],[0.3161988854408264]
JZX,[-0.48228923621984343],[-0.5068621635437012]
JZY,[0.2699918482069683],[0.26704561710357666]
JZZ,[-0.97974325274531],[-0.9969907999038696]
