,treino,previsto
gamma1,[0.9760813786842278],[0.976001501083374]
gamma2,[0.7029155842610357],[0.7028734087944031]
gamma3,[0.3428296389618385],[0.3428436815738678]
gamma4,[0.379948855514633],[0.3799649178981781]
JXX,[-0.8531466903953369],[-0.8529748320579529]
JXY,[0.1887238582724753],[0.18865610659122467]
JXZ,[0.9788939235548184],[0.9788379073143005]
JYX,[-0.31203169079243565],[-0.3119554817676544]
JYY,[0.08794858485146739],[0.08804847300052643]
JYZ,[-0.25131913562220887],[-0.2512289881706238]
JZX,[0.47920496341231167],[0.47909119725227356]
JZY,[0.37092763164172804],[0.37086471915245056]
JZZ,[0.1974549908787],[0.19744166731834412]
