,treino,previsto
gamma1,[0.4910757744119296],[0.5128153562545776]
gamma2,[0.30905556807451295],[0.31337979435920715]
gamma3,[0.40997825176431146],[0.39801397919654846]
gamma4,[0.8280561841162569],[0.7994476556777954]
JXX,[-0.7093276763334386],[-0.6878464221954346]
JXY,[-0.30097748941397007],[-0.3042389154434204]
JXZ,[-0.6741283351047271],[-0.653901219367981]
JYX,[-0.5082135837716129],[-0.568023145198822]
JYY,[0.38476156435115083],[0.36437350511550903]
JYZ,[-0.6899586608088255],[-0.7631145715713501]
JZX,[-0.2981621320585077],[-0.24879302084445953]
JZY,[-0.5989112539604846],[-0.5664651989936829]
JZZ,[0.9488189626598429],[0.9827226400375366]
