,treino,previsto
gamma1,[0.19592491833566006],[0.1987604796886444]
gamma2,[0.03453679871361848],[0.05946306511759758]
gamma3,[0.9796207979853099],[0.9655485153198242]
gamma4,[0.7048751023416616],[0.6288061141967773]
JXX,[-0.2872035864745557],[-0.2974420189857483]
JXY,[0.6623205548983861],[0.6249954104423523]
JXZ,[-0.2952427056704183],[-0.28123337030410767]
JYX,[-0.8825503740913454],[-0.828328549861908]
JYY,[-0.05333894071130718],[-0.041335027664899826]
JYZ,[0.4563627662832759],[0.47154518961906433]
JZX,[0.35697982544055074],[0.3622211813926697]
JZY,[-0.8706931801415108],[-0.8691331744194031]
JZZ,[-0.0059663070718503075],[-0.04415617510676384]
