,treino,previsto
gamma1,[0.8736083929044367],[0.7332831621170044]
gamma2,[0.1075195632359407],[0.16898584365844727]
gamma3,[0.6493164540857067],[0.5481969714164734]
gamma4,[0.2180493456293846],[0.20144407451152802]
JXX,[0.0963156568326593],[0.04736028611660004]
JXY,[-0.7362170732482487],[-0.6572855114936829]
JXZ,[0.4230936845360489],[0.3475503921508789]
JYX,[-0.39549988816436876],[-0.24979916214942932]
JYY,[0.8766505495505419],[0.8010810017585754]
JYZ,[-0.6145633054693405],[-0.5960480570793152]
JZX,[0.5239700143912078],[0.4872928559780121]
JZY,[-0.6687169051968782],[-0.6551855802536011]
JZZ,[0.9321742923082421],[0.9673645496368408]
