,treino,previsto
gamma1,[0.8288422184314298],[0.652355968952179]
gamma2,[0.567045513075952],[0.5578193068504333]
gamma3,[0.8306131699639854],[0.8117867708206177]
gamma4,[0.3211950552460766],[0.29668939113616943]
JXX,[0.36848190482414656],[0.09617552906274796]
JXY,[-0.8083253830463917],[-0.9868216514587402]
JXZ,[-0.6661703874666143],[-0.6961772441864014]
JYX,[0.21024771548237609],[0.40093034505844116]
JYY,[-0.34392793595973714],[-0.5783059597015381]
JYZ,[0.8292446415583807],[0.9066282510757446]
JZX,[0.5761022388154311],[0.566191554069519]
JZY,[0.7293919108689626],[0.530945897102356]
JZZ,[-0.17093465529655072],[-0.19718793034553528]
