,treino,previsto
gamma1,[0.260437193601329],[0.25540482997894287]
gamma2,[0.32736701494461073],[0.32976171374320984]
gamma3,[0.26791084434471324],[0.264254629611969]
gamma4,[0.10764393786564574],[0.1011873260140419]
JXX,[0.3542516536005407],[0.38899362087249756]
JXY,[0.5698227121742216],[0.5763578414916992]
JXZ,[0.04093231440616307],[0.07871485501527786]
JYX,[0.022983404986520295],[0.02093127928674221]
JYY,[-0.21293067414807032],[-0.20501181483268738]
JYZ,[0.993633874195798],[0.9877470135688782]
JZX,[-0.42127010845085855],[-0.41266945004463196]
JZY,[-0.7034804136306108],[-0.6769809126853943]
JZZ,[-0.47784285086888345],[-0.465847909450531]
