,treino,previsto
gamma1,[0.7701398359379902],[0.7024636268615723]
gamma2,[0.27269808567197074],[0.2270091325044632]
gamma3,[0.8019154831626036],[0.7268661260604858]
gamma4,[0.729824832622016],[0.6244259476661682]
JXX,[0.586680167523326],[0.3973483443260193]
JXY,[0.6439080846394536],[0.7490214705467224]
JXZ,[-0.029930744138109366],[-0.04419049248099327]
JYX,[-0.47675703411068415],[-0.5485661029815674]
JYY,[-0.999096570229858],[-0.9820443391799927]
JYZ,[0.32563712576753523],[0.27372944355010986]
JZX,[-0.05949148587110997],[-0.09361962974071503]
JZY,[0.5194612701957861],[0.4534722864627838]
JZZ,[-0.2536792558523169],[-0.3370593190193176]
