,treino,previsto
gamma1,[0.019670627013046116],[0.012013465166091919]
gamma2,[0.7356439915697156],[0.717430591583252]
gamma3,[0.5167042010454891],[0.5259817838668823]
gamma4,[0.604345615005703],[0.5404660105705261]
JXX,[-0.9148685728348462],[-0.9280877113342285]
JXY,[0.1793729008033076],[0.09280721843242645]
JXZ,[-0.961378377305627],[-1.0260496139526367]
JYX,[0.028252278584538937],[-0.0313451774418354]
JYY,[0.9532922726476154],[0.9675944447517395]
JYZ,[-0.4195063861588373],[-0.5237207412719727]
JZX,[0.9484396940028381],[0.9452720880508423]
JZY,[0.2720623438569263],[0.32489439845085144]
JZZ,[0.7679741736944607],[0.7614465355873108]
