,treino,previsto
gamma1,[0.13021302275975688],[0.16050244867801666]
gamma2,[0.5313147518470183],[0.42901739478111267]
gamma3,[0.21390753049174072],[0.20374128222465515]
gamma4,[0.29465675376336253],[0.3249233067035675]
JXX,[-0.48198301656905285],[-0.3284021019935608]
JXY,[0.37051598592907387],[0.42591914534568787]
JXZ,[0.36816383603222147],[0.34851333498954773]
JYX,[0.6986723227798604],[0.6533079743385315]
JYY,[-0.6285516522525292],[-0.5878886580467224]
JYZ,[-0.5388827820690638],[-0.5918853282928467]
JZX,[-0.7056801636631644],[-0.6889440417289734]
JZY,[-0.5496741288757747],[-0.5637699961662292]
JZZ,[0.4680472044255459],[0.4418962895870209]
