,treino,previsto
gamma1,[0.6282076485972601],[0.5138216614723206]
gamma2,[0.8425333257485345],[0.7320216298103333]
gamma3,[0.6111943800752222],[0.6336894035339355]
gamma4,[0.222472203237136],[0.18925650417804718]
JXX,[-0.10972154968635439],[-0.02079606056213379]
JXY,[-0.4118230353222292],[-0.3768245577812195]
JXZ,[0.8188577481051011],[0.6204296350479126]
JYX,[-0.031387304368323043],[-0.024749334901571274]
JYY,[-0.8259080739809848],[-0.6506291627883911]
JYZ,[0.4999159288187607],[0.4601566791534424]
JZX,[-0.849123527714404],[-0.8814913630485535]
JZY,[-0.5949888037030053],[-0.6075747609138489]
JZZ,[-0.8521523054463589],[-0.9447847604751587]
