,treino,previsto
gamma1,[0.9600263501514082],[0.9563379287719727]
gamma2,[0.020403045679433296],[0.032986607402563095]
gamma3,[0.013040577948985943],[0.01225252915173769]
gamma4,[0.4360070478690712],[0.4249502420425415]
JXX,[0.09360310707326613],[0.07784967124462128]
JXY,[-0.751762199047689],[-0.7460137605667114]
JXZ,[-0.439812774919055],[-0.43522676825523376]
JYX,[-0.13859556840738407],[-0.13704116642475128]
JYY,[-0.9662104295599947],[-0.9262828826904297]
JYZ,[-0.0036095623537208965],[-0.03148564696311951]
JZX,[0.9040597871742617],[0.895775556564331]
JZY,[-0.14288133986122675],[-0.14249277114868164]
JZZ,[0.6680513959234107],[0.6618689894676208]
