,treino,previsto
gamma1,[0.6842331280769555],[0.6840775609016418]
gamma2,[0.39667364503301394],[0.3966292142868042]
gamma3,[0.7775165878901124],[0.7772892713546753]
gamma4,[0.11839956986543854],[0.11838693171739578]
JXX,[-0.7863429245966886],[-0.7861339449882507]
JXY,[0.40517104797371095],[0.4050748646259308]
JXZ,[0.30408404062855077],[0.30415409803390503]
JYX,[0.8807047791322358],[0.8805409073829651]
JYY,[-0.4577695468793537],[-0.45778074860572815]
JYZ,[-0.48844897313392166],[-0.488368958234787]
JZX,[0.4681187282893935],[0.4679168462753296]
JZY,[0.3169000364801515],[0.3168501555919647]
JZZ,[-0.39402405222328984],[-0.39400601387023926]
