,treino,previsto
gamma1,[0.433483090039801],[0.4312865436077118]
gamma2,[0.5827558773717127],[0.5748550295829773]
gamma3,[0.09947541503447277],[0.10225182771682739]
gamma4,[0.3071740013389854],[0.31167224049568176]
JXX,[-0.7105588947326631],[-0.7409909963607788]
JXY,[-0.02020534897708659],[-0.039535507559776306]
JXZ,[0.010200296225074235],[0.008160458877682686]
JYX,[0.9376978550041575],[0.9451470375061035]
JYY,[0.6239745196640374],[0.5968802571296692]
JYZ,[0.5803349788037444],[0.5849699974060059]
JZX,[0.3600894847607672],[0.39568403363227844]
JZY,[-0.6868256663820986],[-0.7012844085693359]
JZZ,[0.826249436041292],[0.8193552494049072]
