,treino,previsto
gamma1,[0.08480848096926208],[0.062781922519207]
gamma2,[0.2766402721949226],[0.28297775983810425]
gamma3,[0.19380153749016393],[0.238481342792511]
gamma4,[0.5680101195136193],[0.531253457069397]
JXX,[0.5203229566195489],[0.6445978283882141]
JXY,[0.027633204606499318],[-0.04369039461016655]
JXZ,[0.9942043682387769],[0.8951305747032166]
JYX,[0.07844212328817135],[0.041312992572784424]
JYY,[0.8711112121391873],[0.9286201596260071]
JYZ,[-0.7433546640431199],[-0.6317329406738281]
JZX,[-0.012052371670506545],[-0.1192752867937088]
JZY,[-0.7209990500522725],[-0.7778854370117188]
JZZ,[-0.974270856363531],[-0.943773090839386]
