,treino,previsto
gamma1,[0.5227993107629365],[0.47628331184387207]
gamma2,[0.9447007551242456],[0.8748229146003723]
gamma3,[0.8818001335022669],[0.9163008332252502]
gamma4,[0.37096067220875817],[0.3377876877784729]
JXX,[-0.8451564322933918],[-0.9248225688934326]
JXY,[-0.5727664210700234],[-0.7453088760375977]
JXZ,[-0.39374332579442917],[-0.46544021368026733]
JYX,[0.8004273658662282],[0.8983221650123596]
JYY,[-0.00749501549718401],[-0.11762236803770065]
JYZ,[0.4404811417840462],[0.4747511148452759]
JZX,[-0.7995292644989436],[-0.8020996451377869]
JZY,[0.01785411432893702],[0.041472382843494415]
JZZ,[0.686145857826806],[0.6185769438743591]
