,treino,previsto
gamma1,[0.032970053106801234],[0.03210031986236572]
gamma2,[0.5534088231622266],[0.5627247095108032]
gamma3,[0.11908428131617588],[0.11898282915353775]
gamma4,[0.6217082950146219],[0.6208134889602661]
JXX,[0.8246867187194984],[0.8485102653503418]
JXY,[-0.011300505399674421],[0.000672552443575114]
JXZ,[0.13160290901296068],[0.11831626296043396]
JYX,[-0.2934101986418025],[-0.3056373596191406]
JYY,[-0.7727670059828655],[-0.7644568085670471]
JYZ,[-0.28923988122014976],[-0.22671988606452942]
JZX,[-0.654314601549209],[-0.6691716909408569]
JZY,[-0.7562164546869965],[-0.7792239189147949]
JZZ,[-0.6778506698956863],[-0.6317372918128967]
