,treino,previsto
gamma1,[0.6166500426836184],[0.66949063539505]
gamma2,[0.04089576548481155],[-0.029390765354037285]
gamma3,[0.3790196043954357],[0.36000534892082214]
gamma4,[0.703480392293747],[0.7752141356468201]
JXX,[-0.0739852843699571],[-0.041255488991737366]
JXY,[-0.2533761372099159],[-0.3763089179992676]
JXZ,[-0.7229211749710895],[-0.7584843039512634]
JYX,[0.7331236999726827],[0.7997499704360962]
JYY,[-0.9871298918377533],[-1.0501511096954346]
JYZ,[0.005564160104416738],[0.07524681836366653]
JZX,[0.7965959400638762],[0.908390462398529]
JZY,[-0.838370705633998],[-0.8846361041069031]
JZZ,[0.10854093635657214],[0.13612349331378937]
